Time,Power,Current
0,0.026250004,0.010500002
0.171028966,0.025086291,0.010034516
0.621040529,0.025082976,0.01003319
1.071043776,0.025077015,0.010030806
1.548135315,0.025083646,0.010033458
1.919163939,0.025102869,0.010041147
1.998147714,0.0250737,0.01002948
2.098140214,0.025079474,0.01003179
2.198140714,0.025075264,0.010030106
2.298141214,0.025071763,0.010028705
2.398135714,0.025066696,0.010026678
2.50727028,0.025051162,0.010020465
2.59814128,0.025065504,0.010026202
2.70301428,0.025045238,0.010018095
2.79814644,0.025070049,0.01002802
2.89815194,0.025062002,0.010024801
2.99816166,0.02506163,0.010024652
3.09815516,0.025052205,0.010020882
3.19815816,0.025048032,0.010019213
3.29815366,0.025046952,0.010018781
3.39815266,0.025037713,0.010015085
3.49816468,0.025026686,0.010010675
3.59815468,0.025056042,0.010022417
3.69816568,0.025047325,0.01001893
3.79815394,0.025029331,0.010011733
3.89817394,0.025036484,0.010014594
3.99816637,0.025015697,0.010006279
4.09816087,0.025025643,0.010010257
4.19815937,0.025017783,0.010007113
4.29815887,0.025148399,0.010059359
4.39815837,0.024932688,0.009973075
4.49817577,0.0249092,0.00996368
4.59816177,0.024926048,0.009970419
4.69817577,0.024942178,0.009976871
4.79816044,0.024932181,0.009972872
4.89816444,0.024931168,0.009972467
4.99817005,0.02492713,0.009970852
5.09816605,0.024931831,0.009972733
5.19816805,0.024951003,0.009980401
5.29817305,0.024956823,0.009982729
5.39816205,0.024938157,0.009975263
5.49818052,0.024928949,0.00997158
5.59816702,0.024930714,0.009972285
5.69817552,0.024946686,0.009978674
5.79816144,0.024938595,0.009975438
5.89816844,0.024947124,0.009978849
5.99817534,0.024910073,0.009964029
6.09816984,0.024932583,0.009973033
6.19817334,0.024927724,0.00997109
6.47076742,0.024931605,0.009972642
6.54817542,0.024943121,0.009977248
6.64817392,0.024932933,0.009973173
6.74817194,0.024944327,0.009977731
6.84817394,0.024944067,0.009977627
6.94817704,0.024950253,0.009980101
7.04817554,0.024935643,0.009974257
7.14817204,0.024935328,0.009974131
7.24817554,0.024936481,0.009974592
7.34816904,0.024955249,0.0099821
7.44818674,0.024964355,0.009985742
7.54817524,0.02494646,0.009978584
7.64817874,0.024928215,0.009971286
7.74817944,0.024956125,0.00998245
7.84817544,0.024956125,0.00998245
7.94818044,0.024954272,0.009981709
8.04818044,0.024948488,0.009979395
8.14817294,0.024924283,0.009969713
8.24818094,0.024952034,0.009980814
8.34817594,0.024950218,0.009980087
8.44818966,0.024954639,0.009981856
8.54817916,0.024955268,0.009982107
8.64818416,0.024951214,0.009980486
8.74818244,0.024966155,0.009986462
8.84818044,0.04082676,0.016330704
8.9481901,0.039613955,0.015845582
9.0481851,0.040303282,0.016121313
9.1481766,0.040527098,0.016210839
9.2481891,0.040841103,0.016336441
9.3481761,0.040970556,0.016388223
9.44819542,0.039812103,0.015924841
9.54818692,0.040448122,0.016179249
9.64818892,0.033677034,0.013470814
9.74818944,0.033631064,0.013452426
9.84818894,0.033740103,0.013496041
9.94819369,0.035609864,0.014243945
10.04819069,0.036124289,0.014449716
10.14818769,0.035832301,0.01433292
10.24819219,0.035640784,0.014256313
10.34818269,0.035687983,0.014275193
10.44820107,0.035212897,0.014085159
10.54819007,0.040178709,0.016071483
10.64819407,0.12796931,0.051187724
10.74819494,0.121482126,0.048592851
11.11920692,0.127548017,0.051019207
11.19819892,0.138012394,0.055204958
11.29819642,0.131509304,0.052603722
11.39819042,0.133127831,0.053251132
11.49821043,0.136375353,0.054550141
11.59819543,0.140827969,0.056331187
11.69820593,0.138784871,0.055513948
11.79819344,0.149530359,0.059812143
11.89819694,0.138143972,0.055257589
11.99820691,0.134289935,0.053715974
12.09820141,0.13931185,0.05572474
12.19821891,0.147896986,0.059158795
12.29819991,0.141216554,0.056486621
12.39819441,0.147697963,0.059079185
12.49821202,0.144650526,0.057860211
12.59820052,0.143397711,0.057359084
12.69820952,0.142327324,0.056930929
12.79820094,0.119308308,0.047723323
12.89820094,0.113795958,0.045518383
12.99821162,0.10662578,0.042650312
13.09820512,0.11878185,0.04751274
13.19820362,0.110146217,0.044058487
13.29820362,0.037301965,0.014920786
13.39819962,0.034080297,0.013632119
13.49821998,0.03373187,0.013492748
13.59820248,0.033706017,0.013482407
13.69821648,0.036427081,0.014570832
13.79820194,0.035929456,0.014371783
13.89820594,0.035918094,0.014367238
13.99820989,0.03571976,0.014287904
14.09821139,0.036465004,0.014586002
14.19820939,0.105559565,0.042223826
14.29821039,0.139880069,0.055952027
14.39820489,0.150184017,0.060073607
14.49822475,0.140915327,0.056366131
14.59821025,0.191653389,0.076661356
14.69821925,0.150591321,0.060236529
14.79822744,0.186653677,0.074661471
14.89821394,0.131342635,0.052537054
14.99822133,0.048460513,0.019384205
15.09821433,0.038090311,0.015236124
15.19821683,0.033824146,0.013529658
15.29821983,0.033960417,0.013584167
15.39821033,0.034039766,0.013615906
15.49823102,0.034015104,0.013606042
15.59821302,0.033920594,0.013568237
15.69822602,0.033793561,0.013517424
15.79821544,0.033937879,0.013575152
15.89821644,0.034065805,0.013626322
15.99822603,0.034156814,0.013662726
16.09822253,0.034075752,0.013630301
16.19822103,0.03386993,0.013547972
16.29821803,0.033833385,0.013533354
16.39821753,0.034006052,0.013602421
16.49823504,0.034182146,0.013672858
16.59821804,0.034176409,0.013670564
16.69823354,0.033935979,0.013574392
16.79821844,0.035600439,0.014240175
16.89822344,0.035730787,0.014292315
16.99822795,0.035887174,0.01435487
17.09822895,0.03629569,0.014518276
17.19822395,0.155172367,0.062068947
17.30824295,0.196155272,0.078462109
17.39822995,0.170961767,0.068384707
17.49824218,0.127832294,0.051132917
17.59822568,0.138749555,0.055499822
17.69823468,0.146146044,0.058458418
17.79822494,0.135712251,0.0542849
17.89822644,0.12904685,0.05161874
17.99823529,0.036812201,0.01472488
18.09822879,0.034122244,0.013648897
18.19823379,0.03401354,0.013605416
18.29822929,0.033736266,0.013494506
18.39822579,0.033721067,0.013488427
18.49824272,0.033969171,0.013587669
18.59822872,0.034159794,0.013663918
18.69824072,0.034195259,0.013678104
18.79822994,0.033986457,0.013594583
18.89824994,0.033821538,0.013528615
18.99824086,0.033904351,0.013561741
19.09823686,0.034101419,0.013640568
19.19823436,0.034201033,0.013680413
19.29823286,0.034067184,0.013626873
19.39823336,0.033863112,0.013545245
19.49824939,0.0339178,0.01356712
19.59823539,0.034039915,0.013615966
19.69824739,0.034220256,0.013688102
19.79823244,0.035964921,0.014385968
19.89823744,0.035748966,0.014299586
19.99824391,0.035645701,0.01425828
20.09824141,0.035752803,0.014301121
20.19824241,0.192894936,0.077157974
20.29824141,0.200878028,0.080351211
20.39823491,0.137844123,0.055137649
20.49825588,0.18178381,0.072713524
20.59824188,0.128309317,0.051323727
20.69825038,0.054413006,0.021765202
20.79823744,0.039578676,0.01583147
20.89824594,0.034094788,0.013637915
20.99825128,0.034106486,0.013642594
21.09824528,0.034023151,0.01360926
21.19824578,0.033773817,0.013509527
21.29824328,0.033891574,0.013556629
21.39823928,0.034005679,0.013602272
21.49825643,0.034179538,0.013671815
21.59824343,0.034259558,0.013703823
21.69825743,0.034124516,0.013649806
21.79824544,0.033939444,0.013575777
21.89824694,0.033919178,0.013567671
21.99825642,0.034069121,0.013627648
22.09825242,0.034232996,0.013693199
22.43260592,0.034271441,0.013708577
22.63680865,0.034069121,0.013627648
22.69826115,0.033916906,0.013566762
22.79825394,0.033985227,0.013594091
22.89825244,0.035906546,0.014362618
22.9982595,0.036048777,0.014419511
23.0982555,0.03602311,0.014409244
23.198256,0.036288686,0.014515474
23.2982565,0.176833365,0.070733346
23.3982505,0.161341187,0.064536475
23.49826895,0.183396209,0.073358484
23.59825695,0.180593897,0.072237559
23.69826645,0.184379928,0.073751971
23.79825444,0.167663936,0.067065574
23.89825844,0.127287172,0.050914869
23.99826685,0.11479944,0.045919776
24.09826035,0.035287142,0.014114857
24.19826185,0.034031197,0.013612479
24.29825785,0.033806153,0.013522461
24.39825585,0.033874102,0.013549641
24.49826984,0.034058988,0.013623595
24.59826034,0.034282096,0.013712838
24.69826984,0.034158565,0.013663426
24.79826044,0.033947676,0.013579071
24.89826094,0.03396146,0.013584584
24.99827316,0.034123287,0.013649315
25.09826716,0.034289621,0.013715848
25.19826666,0.034240708,0.013696283
25.29827016,0.03399346,0.013597384
25.39826466,0.033961311,0.013584524
25.49827996,0.034063533,0.013625413
25.59826346,0.034231097,0.013692439
25.69827746,0.034319684,0.013727874
25.79826094,0.034159794,0.013663918
25.89826494,0.035749674,0.01429987
25.99827003,0.035762936,0.014305174
26.09827153,0.035900958,0.014360383
26.19827103,0.035278946,0.014111578
26.29827203,0.15507102,0.062028408
26.39826803,0.155618265,0.062247306
26.49828434,0.199054554,0.079621822
26.59827134,0.18565055,0.07426022
26.69828084,0.194617137,0.077846855
26.79827044,0.183702335,0.073480934
26.89828094,0.14682956,0.058731824
26.99828303,0.115594082,0.046237633
27.09827403,0.036649145,0.014659658
27.19827853,0.034254342,0.013701737
27.29827453,0.034165047,0.013666019
27.39827003,0.033991374,0.01359655
27.4982859,0.033784285,0.013513714
